timestamp,temperature,humidity,pressure,wind_speed,rainfall,hour,day,month,day_of_week,quarter,temp_ma_6h,temp_ma_12h,humidity_ma_6h,pressure_ma_6h,temp_lag_1h,temp_lag_6h,temp_lag_24h,humidity_lag_6h,temp_diff_1h,pressure_diff_1h,temp_next_24h
2022-01-02 00:00:00,22.936110031869383,53.21534180578249,1013.3461609130306,11.847148200598928,0.1603443067967336,0,2,1,6,1,21.316712942785266,20.251097767526467,59.18157410742263,1012.9280073067615,19.93548255309253,19.01509871869669,18.053228575598983,56.67975739140841,3.0006274787768525,2.344253263973428,21.52089097673949
2022-01-02 01:00:00,18.99445893508947,59.62043979172197,1013.3968834265193,10.72112008795068,0.2087850635682362,1,2,1,6,1,20.956517519214916,20.37414574222816,57.98896046608843,1012.8688130071405,22.936110031869383,21.155631476511573,18.85799323042736,66.77612163972715,-3.941651096779914,0.050722513488608456,22.30756230306892
2022-01-02 02:00:00,20.41248964178476,58.754421131009344,1014.4456450664536,9.237668956833716,1.2632893655808226,2,2,1,6,1,21.200742000894365,20.47646714525035,58.48878237751538,1013.0963887623622,18.99445893508947,18.947142751708057,17.900496389880807,55.75548966244768,1.4180307066952906,1.0487616399343551,19.4403681170881
2022-01-02 03:00:00,20.720237044080985,58.78453306408326,1012.7537040521404,9.452083617474177,3.0392530694873443,3,2,1,6,1,20.86794102642457,20.75787350159007,58.2295547098877,1013.127427726204,20.41248964178476,22.71704289089977,16.332295003337716,60.3398990698493,0.30774740229622566,-1.6919410143132154,20.1825492672191
2022-01-02 04:00:00,19.3819902130571,65.58339806437152,1011.6498814816498,9.94074162461241,0.2135069837971691,4,2,1,6,1,20.396794736495703,20.763838199015982,58.810114818747394,1012.7656970981419,20.720237044080985,22.208867952630293,18.32868206037182,62.10003741121333,-1.3382468310238842,-1.1038225704905926,22.35775673970113
2022-01-02 05:00:00,19.81284726840255,60.11509661434197,1013.1170639062864,11.813717736503817,0.8719775061060037,5,2,1,6,1,20.376355522380706,20.519783289818598,59.345538411885094,1013.1182231410133,19.3819902130571,19.93548255309253,23.47148194930711,56.90255505551581,0.4308570553454487,1.4671824246365759,24.662905007354453
2022-01-02 06:00:00,21.03014768020015,61.80611850925212,1012.3422821742084,11.67568532350479,7.775740011122282,6,2,1,6,1,20.058695130435837,20.68770403661055,60.77733452913003,1012.9509100178763,19.81284726840255,22.936110031869383,22.683911173222683,53.21534180578249,1.217300411797602,-0.7747817320779404,20.99943209418144
2022-01-02 07:00:00,23.822460113888013,61.04594268131408,1016.3630211491784,10.52007773711396,0.953404640048218,7,2,1,6,1,20.863361993568926,20.90993975639192,61.014918344062046,1013.4452663049861,21.03014768020015,18.99445893508947,20.60004312665461,59.62043979172197,2.7923124336878615,4.020738974969959,23.285737059729023
2022-01-02 08:00:00,17.638050774189253,57.349460759348055,1014.9785249894176,8.078212547306375,1.4275028723015737,8,2,1,6,1,20.400955515636344,20.800848758265357,60.780758282118505,1013.5340796254801,23.822460113888013,20.41248964178476,23.37458512661114,58.754421131009344,-6.18440933969876,-1.384496159760829,19.075043777803856
2022-01-02 09:00:00,23.01625913797584,50.92546481055357,1014.0852309850462,10.407761587157312,1.232690547882575,9,2,1,6,1,20.783625864618816,20.825783445521694,59.47091357319689,1013.7560007809644,17.638050774189253,20.720237044080985,22.150113583953683,58.78453306408326,5.378208363786587,-0.8932940043713415,20.441315861601225
